音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
384	38631	0				0	1	7	0-1		
256	38997	0				0	1	7	1-1		
256	39180	0				0	1	7	1-1		
384	39546	0				0	1	7	0-1		
256	39912	0				0	1				
256	40095	0				0	1				
256	40278	0				0	1	3		1	
256	40643	0				0	1				
256	40826	0				0	1				
256	41009	0				0	1	3		1	
96	41375	0				0	1	5			
416	41558	0				0	1	5			
96	41741	0				0	1	5			
128	42107	0				0	1				
256	42473	0				0	1				
384	42839	0				0	1				
256	43204	0				0	1	3		1	
256	43570	0				0	1				
0	43936	0				0	1				
128	44302	0				0	1	1			
256	44668	0				0	1	3		1	
256	45034	0				0	1				
512	45400	0				0	1				
416	45948	0				0	1	5			
96	46131	0				0	1	5			
416	46314	0				0	1	5			
96	46497	0				0	1	5			
416	46680	0				0	1	5			
96	46863	0				0	1	5			
416	47046	0				0	1	5			
96	47229	0				0	1	5			
256	47960	0				0	1				
128	48326	0				0	1				
384	48692	0				0	1				
256	49058	0	S		C2	0	1	6		1	
256	49607	0				0	1				
384	49973	0				0	1				
384	50156	0				0	1				
256	50521	0				0	1				
128	50704	0				0	1				
0	50887	0				0	1				
128	51070	0				0	1				
256	51436	0				0	1	7	1-1		
256	51619	0				0	1	7	1-1		
384	51802	0				0	1	7	2-1		
384	51985	0				0	1	7	2-1		
384	52168	0				0	1	7	2-1		
512	52351	0				0	1	7	0-1		
512	52534	0				0	1	7	0-1		
512	52717	0				0	1	7	0-1		
384	52900	0				0	1	7	2-1		
256	53265	0				0	1	3		1	
256	53814	0				0	1				
128	54180	0				0	1				
0	54546	0				0	1				
256	54912	0			C3	0	1	3		1	
384	55278	0				0	1				
384	55460	0				0	1				
384	55643	0				0	1				
128	56192	0				0	1				
128	56375	0				0	1				
256	56741	0				0	1				
256	57107	0				0	1	3		1	
256	57839	0				0	1	7	2-1		
128	58204	0				0	1	7	2-1		
128	58387	0				0	1	7	2-1		
0	58570	0				0	1	7	1-1		
128	58936	0				0	1	7	2-1		
128	59119	0				0	1	7	2-1		
256	59485	0				0	1	7	2-1		
256	59668	0				0	1	7	2-1		
384	60034	0				0	1	7	2-1		
256	60400	0				0	1	7	2-1		
256	60582	0				0	1	7	2-1		
256	60765	0				0	1	3		1	
128	61131	0			C1	0	1				
0	61497	0				0	1				
128	61863	0				0	1				
256	62229	0				0	1				
416	62595	0				0	1	5			
96	62960	0				0	1	5			
256	63326	0				0	1	3			
416	63692	0				0	1	5			
96	63875	0				0	1	5			
416	64058	0				0	1	5			
96	64424	0				0	1	5			
416	64607	0				0	1	5			
96	64790	0				0	1	5			
416	65156	0				0	1	5			
256	65521	0				0	1				
256	65704	0				0	1				
256	65887	0				0	1				
128	66253	0				0	1				
128	66436	0				0	1				
128	66619	0			C2	0	1				
256	66985	0				0	1	3		1	
128	67351	0				0	1				
256	67717	0				0	1				
128	68082	0				0	1				
256	68448	0				0	1				
384	68814	0				0	1				
512	69180	0				0	1				
384	69363	0				0	1	1			
256	69546	0				0	1	3		1	
256	69912	0				0	1				
256	70095	0				0	1				
256	70278	0				0	1	3		1	
128	70643	0				0	1				
0	71009	0				0	1				
128	71375	0				0	1				
256	71741	0				0	1				
384	72107	0				0	1				
256	72473	0				0	1	3		1	
256	73204	0				0	1	1			
416	73936	0				0	1	5			
96	74302	0				0	1	5			
416	74668	0				0	1	5			
256	75034	0				0	1				
256	75217	0				0	1				
256	75400	0	S		C3	0	1	6		1	
