音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 3是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
128	47398	0				0	1				
0	47687	0				0	1				
0	47975	0				0	1				
128	48264	0				0	1	7	1-1		
128	48552	0				0	1	7	1-1		
256	48841	0				0	1				
304	49129	0				0	1	5			
336	49273	0				0	1	5			
368	49418	0				0	1	5			
240	49706	0				0	1				
256	49850	0				0	1				
256	49995	0				0	1				
256	50139	0				0	1				
256	50283	0				0	1				
256	50427	0				0	1				
256	50571	0				0	1				
256	51148	0				0	1	3		1	
192	51436	0				0	1				
256	51725	0				0	1				
320	52013	0				0	1				
384	52302	0				0	1				
512	53456	0				0	1	7	0-1		
448	53744	0				0	1	7	0-1		
384	54033	0				0	1	7	0-1		
320	54321	0				0	1	7	0-1		
256	54609	0				0	1	7	2-1		
256	55763	0				0	1			1	
208	56052	0				0	1				
160	56340	0				0	1				
208	56629	0				0	1				
256	56917	0				0	1				
384	57494	0				0	1	7	0-1		
512	58071	0				0	1				
448	58359	0				0	1				
400	58648	0				0	1				
448	58936	0				0	1				
512	59225	0				0	1				
256	59803	0				0	1	1			
256	60379	0				0	1	3		1	
320	60667	0				0	1				
384	60956	0				0	1				
448	61244	0	S			0	1				
512	61533	0				0	1				
352	62398	0				0	1	5			
352	62687	0				0	1	5			
352	62975	0				0	1	5			
352	63264	0				0	1	5			
352	63552	0				0	1	5			
352	63840	0				0	1	5			
256	64706	0				0	1				
208	64994	0				0	1				
160	65283	0				0	1				
112	65571	0				0	1				
64	65860	0				0	1				
16	66148	0				0	1				
64	66436	0				0	1				
112	66725	0				0	1				
160	67013	0				0	1				
208	67302	0				0	1				
256	67590	0				0	1				
304	67879	0				0	1				
352	68167	0				0	1				
400	68456	0				0	1				
256	69033	0				0	1	7	2-1		
256	69609	0				0	1	3		1	
256	69898	0				0	1	5			
256	70186	0				0	1	5			
432	70763	0				0	1				
384	71052	0				0	1				
336	71340	0				0	1				
128	71917	0				0	1	7	1-1		
176	72206	0				0	1	7	1-1		
224	72494	0				0	1	7	1-1		
272	72927	0				0	1				
320	73071	0				0	1				
256	74225	0				0	1			1	
256	74514	0				0	1				
256	74802	0				0	1				
352	75234	0				0	1				
352	75379	0				0	1				
352	75668	0				0	1				
352	75956	0				0	1				
272	76388	0				0	1				
240	76533	0				0	1				
208	76822	0				0	1				
176	77110	0				0	1				
144	77398	0				0	1				
112	77687	0				0	1				
256	78263	0				0	1	7	2-1		
256	78840	0				0	1	3		1	
160	79129	0				0	1	5			
160	79417	0				0	1	5			
320	79994	0				0	1	5			
320	80283	0				0	1	5			
320	80571	0				0	1	5			
464	81148	0				0	1				
400	81437	0				0	1				
336	81725	0				0	1				
256	82158	0				0	1	7	2-1		
256	82302	0				0	1	7	2-1		
128	83456	0				0	1			1	
192	83745	0				0	1				
256	84033	0				0	1				
160	84465	0				0	1				
160	84610	0				0	1				
160	84899	0				0	1				
160	85187	0				0	1				
368	85619	0				0	1				
320	85764	0				0	1	7	0-1		
288	86053	0				0	1				
240	86341	0				0	1	7	1-1		
208	86629	0				0	1				
176	86918	0				0	1	7	1-1		
368	87494	0				0	1	7	0-1		
256	88072	0				0	1	3		1	
256	88361	0				0	1				
256	88649	0				0	1				
96	89081	0				0	1				
144	89226	0				0	1				
192	89514	0				0	1				
240	89802	0				0	1				
112	90379	0				0	1	7	1-1	1	
256	90956	0				0	1				
384	91533	0				0	1	7	0-1		
256	92110	0				0	1				
256	92687	0	S			0	1				
