音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
448	69711	0				0	1	1			
384	69879	0				0	1				
384	70048	0				0	1				
384	70216	0				0	1				
256	70553	0				0	1				
256	70722	0				0	1				
256	70890	71396				0	1	2			
256	72070	0				0	1				
256	72239	0				0	1				
128	72576	0				0	1				
128	72744	0				0	1				
128	72913	0				0	1				
256	73419	0				0	1				
256	73587	0				0	1				
384	73924	0				0	1				
384	74093	0				0	1				
384	74261	0				0	1				
256	74767	0				0	1				
256	75104	0				0	1	3		1	
256	75610	0				0	1				
256	75778	0				0	1				
128	76115	0				0	1				
128	76284	0				0	1				
512	76958	0				0	1				
512	77126	0				0	1				
256	77632	0				0	1				
256	77801	0				0	1				
128	78306	0				0	1				
384	78643	0				0	1				
256	78980	0			C1	0	1	3		1	
512	79823	0				0	1				
256	80160	0				0	1				
0	80497	0				0	1				
256	80834	0				0	1				
512	81171	0				0	1				
256	81508	0				0	1				
256	81677	0				0	1	3		1	
256	82014	0				0	1				
512	82351	0				0	1				
256	82688	0				0	1				
0	83025	0				0	1				
256	83362	0				0	1				
512	83699	0				0	1				
256	84205	0				0	1				
256	84374	0				0	1	3		1	
256	84711	0				0	1				
128	85048	0				0	1				
0	85385	0				0	1				
256	85722	0				0	1				
384	86059	0				0	1				
128	86396	0				0	1				
384	86733	0				0	1				
256	87070	0	S		C2	0	1	3		1	
