音轨（1左2右）	开始时间	结束时间	道具	触发条件	触发事件	音效0是第一个 0是第二个	音量0-0.8的值可两位小数	0是打击点 1是音效点	特殊值格式1-2 -左边的值（0是左1是右） -右边的值（数量）		
384	47222	0				0	1				
384	47463	0				0	1				
256	47947	0				0	1	6		1.5	
256	48673	0				0	1				
256	48915	0				0	1				
256	49157	0				0	1				
384	49399	0				0	1				
384	49641	0				0	1				
416	49883	0				0	1	5			
96	50125	0				0	1	5			
416	50367	0				0	1	5			
96	50609	0				0	1	5			
256	50851	0				0	1	3		1.5	
256	51093	0				0	1				
256	51334	0				0	1				
128	51818	0				0	1				
128	52060	0				0	1				
128	52302	0				0	1				
384	52786	0				0	1				
384	53028	0				0	1				
384	53270	0				0	1				
256	53754	0				0	1				
256	53996	0				0	1				
256	54238	0				0	1				
256	54480	0				0	1				
256	54722	0				0	1				
96	54963	0				0	1	5			
416	55084	0				0	1	5			
96	55205	0				0	1	5			
416	55326	0				0	1	5			
96	55447	0				0	1	5			
256	55689	0			C2	0	1	3		1.5	
128	55931	0				0	1	7	1-1		
128	56173	0				0	1	7	1-1		
128	56415	0				0	1	7	1-1		
0	56657	0				0	1	7	1-1		
0	56899	0				0	1	7	1-1		
0	57141	0				0	1	7	1-1		
128	57383	0				0	1	7	1-1		
128	57625	0				0	1	7	1-1		
128	57867	0				0	1	7	1-1		
256	58109	0				0	1	7	1-1		
256	58351	0				0	1	7	1-1		
256	58593	0				0	1	3		1	
384	59076	0				0	1				
384	59318	0				0	1				
416	59560	0				0	1	5			
96	59681	0				0	1	5			
416	59802	0				0	1	5			
96	59923	0				0	1	5			
416	60044	0				0	1	5			
512	60528	0				0	1				
384	61012	0				0	1				
256	61496	0				0	1				
256	61738	0				0	1				
256	61980	0				0	1				
384	62463	0	S			0	1				
128	62947	0				0	1				
384	63189	0				0	1				
256	63431	0				0	1	3		1.5	
128	63915	0				0	1				
384	64157	0				0	1				
256	64399	0				0	1	3		1.5	
128	64883	0				0	1				
128	65125	0				0	1				
0	65367	0				0	1				
0	65609	0				0	1				
256	66093	0				0	1				
96	66334	0				0	1	5			
416	66455	0				0	1	5			
96	66576	0				0	1	5			
416	66697	0				0	1	5			
96	66818	0				0	1	5			
128	67302	0				0	1				
128	67544	0				0	1				
128	67786	0				0	1				
256	68028	0				0	1				
256	68270	0				0	1				
256	68512	0				0	1				
384	68754	0				0	1				
384	68996	0				0	1				
416	69238	0				0	1	5			
96	69480	0				0	1	5			
416	69722	0				0	1	5			
96	69963	0				0	1	5			
256	70205	0				0	1	3		1.5	
256	70447	0				0	1				
256	70689	0				0	1				
256	71173	0			C3	0	1	6		2	
128	71657	0				0	1				
128	71899	0				0	1				
128	72141	0				0	1				
96	72625	0				0	1	5			
416	72746	0				0	1	5			
96	72867	0				0	1	5			
416	72988	0				0	1	5			
96	73109	0				0	1	5			
256	73593	0				0	1	3		1.5	
128	73834	0				0	1				
128	74076	0				0	1				
256	74560	0				0	1				
0	75044	0				0	1				
512	75528	0				0	1				
256	75770	0				0	1	1			
0	76012	0				0	1				
256	76496	0				0	1				
256	76980	0				0	1				
256	77222	0				0	1				
256	77463	0				0	1				
384	77705	0				0	1				
256	77947	0				0	1				
256	78431	0				0	1				
256	78915	0				0	1	3		1.5	
384	79399	0				0	1				
384	79883	0				0	1				
416	80367	0				0	1	5			
96	80488	0				0	1	5			
416	80609	0				0	1	5			
96	80730	0				0	1	5			
416	80851	0				0	1	5			
256	81334	0				0	1	3		1.5	
384	81576	0				0	1				
384	81818	0				0	1				
512	82302	0				0	1				
256	82786	0				0	1				
0	83270	0				0	1				
256	83754	0				0	1				
512	84238	0				0	1				
384	84722	0				0	1				
384	84963	0				0	1				
384	85205	0				0	1				
384	85447	0				0	1				
512	85689	0				0	1				
128	86173	0				0	1				
256	86657	0	S		C1	0	1	3		1	
